Sentence #,Word,POS,Tag
,INVOICE,NNP,O
,NO:,NNP,O
,SP-NULL-18/06/04-1016956,NNP,O
,DATE,NNP,O
,:,:,O
,04/06/2018,CD,B-date
,18:17:54,CD,O
,PAYMENT,NNP,O
,TYPE:,XX,O
,CASH,NNP,O
,MEMBER,NN,O
,NUMBER,NN,O
,:,:,O
,3000000100068587,CD,O
,TAKE,NNP,O
,AWAY,NNP,O
,BUTTER,NNP,O
,SLICE,NNP,O
,CHEESE,NN,O
,*#,.,O
,DISCOUNT,NNP,O
,EUROPE,NNP,O
,BUN,NNP,O
,*#,NNP,O
,DISCOUNT,NNP,O
,GREEN,JJ,O
,TEA,NN,O
,MOCHI,NN,O
,*#,JJ,O
,DISCOUNT,NNP,O
,TOAST,NNP,O
,(B),NNP,O
,-,HYPH,O
,COFFEE,NN,O
,CREAM,NN,O
,CH,NNP,O
,DISCOUNT,NNP,O
,WALNUT,NNP,O
,MULTIGRAIN,NNP,O
,*#,JJ,O
,DISCOUNT,NNP,O
,1,LS,O
,1,LS,O
,1,LS,O
,1,LS,O
,1,LS,O
,RM4.15,ADD,O
,RM-0.20,NNP,O
,RM3.70,ADD,O
,RM-0.18,NNP,O
,RM3.30,ADD,O
,RM-0.16,NNP,O
,RM7.85,ADD,O
,RM-0.39,NNP,O
,RM3.95,ADD,O
,RM-0.19,NNP,O
,ST,NNP,O
,ST,NNP,O
,ST,NNP,O
,ST,NNP,O
,ST,NNP,O
,TOTAL,NNP,O
,(INCL,NFP,O
,GST),ADD,O
,RM21.83,NNP,O
,ROUNDING,NNP,O
,RM0.02,NNP,O
,GRAND,NNP,O
,TOTAL,NNP,O
,RM21.85,ADD,B-total
,TOTAL,NNP,O
,PAID,NNP,O
,RM50.00,ADD,O
,CHANGE,NNP,O
,RM28.15,VB,O
,DISCOUNT,NNP,O
,SUMMARY,NNP,O
,DISCOUNT,NNP,O
,GST,NNP,O
,SUMMARY,NNP,O
,RM1.12,ADD,O
,GST,NNP,O
,SUMMARY,NNP,O
,ST,NNP,O
,=,SYM,O
,0%,CD,O
,NS,NNP,O
,=,SYM,O
,0%,CD,O
,ITEM,RB,O
,5,CD,O
,0,NFP,O
,AMOUNT(RM),NNP,O
,21.83,CD,O
,0.00,CD,O
,GST(RM),NNP,O
,0.00,CD,O
,0.00,CD,O
,04/06/2018,CD,B-date
,18:17:54,CD,O
Sentence: 521,PCL,NNP,O
,XL,NNP,O
,ERROR,NNP,O
,WARNING:,NNP,O
,ILLEGALMEDIASOURCE,NNP,O
,UNIHAKKA,NNP,B-company
,INTERNATIONAL,NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,09,CD,B-date
,JUN,NNP,I-date
,2018,CD,I-date
,18:23,CD,O
,(867388-U),-LRB-,O
,12,CD,B-address
,JALAN,NNP,I-address
,TAMPOI,NNP,I-address
,7/4,CD,I-address
,KAWASAN,NNP,I-address
,PERINDUSTRIAN,NNP,I-address
,TAMPOI,NNP,I-address
,81200,CD,I-address
,JOHOR,NNP,I-address
,BAHRU,NNP,I-address
,JOHOR,NNP,I-address
,TAX,NN,O
,INVOICE,NN,O
,INVOICE,NNP,O
,#,NN,O
,:,:,O
,OR18060902170388,NNP,O
,ITEM,RB,O
,QTY,NNP,O
,TOTAL,NNP,O
,SR,NNP,O
,SR,NNP,O
,I00100000035-,NNP,O
,1,CD,O
,MEAT,NN,O
,+,SYM,O
,3,CD,O
,VEGE,NNP,O
,RM6.69,NNP,O
,1,LS,O
,I00100000015-,NNP,O
,VEGETABLE,NNP,O
,RM1.03,NNP,O
,1,LS,O
,RM6.69,NNP,O
,RM1.03,NNP,O
,TOTAL,NNP,O
,AMOUNT:,NNP,O
,RM7.72,ADD,O
,GST,NNP,O
,@0%:,.,O
,RM0.00,NNP,O
,ROUNDING:,NNP,O
,-RM0.02,.,O
,NETT,NNP,O
,TOTAL:,NNP,O
,RM7.70,XX,B-total
,PAYMENT,NNP,O
,MODE,NNP,O
,AMOUNT,NNP,O
,CASH,NNP,O
,CHANGE,NNP,O
,RM7.70,XX,B-total
,RM0.00,NNP,O
,GST,NNP,O
,SUMMARY,NNP,O
,SR,NNP,O
,=,SYM,O
,GST,NNP,O
,@0%,NNP,O
,AMOUNT(RM),NNP,O
,7.72,CD,O
,TAX(RM),FW,O
,0.00,CD,O
,GST,NNP,O
,REG,NN,O
,#000656195584,ADD,O
,BAR,NNP,O
,WANG,NNP,O
,RICE@PERMAS,VBZ,O
,JAYA,NNS,O
,THANK,VBP,O
,YOU,PRP,O
,&,CC,O
,COME,VB,O
,AGAIN!,VBZ,O
,LIKE,UH,O
,AND,CC,O
,FOLLOW,VB,O
,US,NNP,O
,ON,NNP,O
,FACEBOOK!,XX,O
,FACEBOOK.COM/BARWANGRICE,ADD,O
Sentence: 522,UNIHAKKA,NNP,B-company
,INTERNATIONAL,NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,10,CD,B-date
,JUN,NNP,I-date
,2018,CD,I-date
,18:23,CD,O
,(867388-U),-LRB-,O
,12,CD,B-address
,JALAN,NNP,I-address
,TAMPOI,NNP,I-address
,7/4,CD,I-address
,KAWASAN,NNP,I-address
,PERINDUSTRIAN,NNP,I-address
,TAMPOI,NNP,I-address
,81200,CD,I-address
,JOHOR,NNP,I-address
,BAHRU,NNP,I-address
,JOHOR,NNP,I-address
,TAX,NN,O
,INVOICE,NN,O
,INVOICE,NNP,O
,#,NNP,O
,:,:,O
,OR18061002160368,XX,O
,ITEM,RB,O
,QTY,NNP,O
,TOTAL,NNP,O
,SR,NNP,O
,SR,NNP,O
,SR,NNP,O
,I00100000171-MEAT,JJR,O
,DISH,NNP,O
,I00100000031-,NNP,O
,3,CD,O
,VEGE,NNP,O
,I00100000170-IMPORTED,NNP,O
,VEGGIES,NNP,O
,RM2.83,NNP,O
,RM4.15,ADD,O
,RM1.50,NNP,O
,1,LS,O
,1,LS,O
,1,LS,O
,RM2.83,NNP,O
,RM4.15,ADD,O
,RM1.50,NNP,O
,TOTAL,NNP,O
,AMOUNT:,NNP,O
,RM8.48,NNP,O
,GST,NNP,O
,@0%:,.,O
,RM0.00,NNP,O
,ROUNDING:,NNP,O
,RM0.02,NNP,O
,NETT,NNP,O
,TOTAL:,FW,O
,RM8.50,ADD,B-total
,PAYMENT,NNP,O
,MODE,NNP,O
,CASH,NNP,O
,CHANGE,NNP,O
,AMOUNT,NNP,O
,RM8.50,NNP,B-total
,RM0.00,NNP,O
,GST,NNP,O
,SUMMARY,NNP,O
,SR,NNP,O
,=,SYM,O
,GST,NNP,O
,@0%,NNP,O
,AMOUNT(RM),NNP,O
,8.48,CD,O
,TAX(RM),FW,O
,0.00,CD,O
,GST,NNP,O
,REG,NN,O
,#000656195584,ADD,O
,BAR,NNP,O
,WANG,NNP,O
,RICE@PERMAS,VBZ,O
,JAYA,NNS,O
,THANK,VBP,O
,YOU,PRP,O
,&,CC,O
,COME,VB,O
,AGAIN!,VBZ,O
,LIKE,UH,O
,AND,CC,O
,FOLLOW,VB,O
,US,NNP,O
,ON,NNP,O
,FACEBOOK!,XX,O
,FACEBOOK.COM/BARWANGRICE,ADD,O
Sentence: 523,MOONLIGHT,NNP,B-company
,CAKE,NNP,I-company
,HOUSE,NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,862725-U,CD,O
,(GST,-LRB-,O
,REG,NNP,O
,NO:,NNP,O
,001559298048),CD,O
,NO.1,JJ,B-address
,JALAN,NNP,I-address
,PERMAS,VBD,I-address
,10/5,CD,I-address
,BANDAR,NN,I-address
,BARU,NNP,I-address
,PERMAS,NN,I-address
,JAYA,NNS,I-address
,81750,CD,I-address
,JOHOR,NNP,I-address
,BAHRU,NNP,I-address
,JOHOR,NNP,I-address
,TEL,NNP,O
,NO.:,NNP,O
,07-387,NN,O
,3322,CD,O
,WWW.MOONLIGHTCAKE.COM,NNP,O
,TABLE,NNP,O
,:,:,O
,COUNTER,NNP,O
,INVOICE,NNP,O
,NO:,NNP,O
,SP-NULL-18/06/09-1018481,ADD,O
,DATE,NNP,O
,:,:,O
,09/06/2018,CD,B-date
,18:47:29,CD,O
,PAYMENT,NNP,O
,TYPE:,XX,O
,CASH,NNP,O
,MEMBER,NN,O
,NUMBER,NN,O
,:,:,O
,3000000100068587,CD,O
,TAKE,NNP,O
,AWAY,NNP,O
,T-BUTTER,NFP,O
,SUGAR,NNP,O
,BUN,NNP,O
,*#,NNP,O
,DISCOUNT,NNP,O
,T-COOKIE,LS,O
,CREAM,NN,O
,BUN,IN,O
,*#,JJ,O
,DISCOUNT,NNP,O
,T-GREEN,LS,O
,TEA,NNP,O
,MOCHI,NN,O
,*#,JJ,O
,DISCOUNT,NNP,O
,T-PASTRY,NFP,O
,CHICKEN,NNS,O
,FLOSS,JJ,O
,*#,JJ,O
,DISCOUNT,NNP,O
,T-SAHA,ADD,O
,BREAD,NNP,O
,*#,NNP,O
,DISCOUNT,NNP,O
,1,LS,O
,1,LS,O
,1,LS,O
,1,LS,O
,1,LS,O
,RM2.25,IN,O
,RM-0.45,LS,O
,RM3.20,ADD,O
,RM-0.16,NNP,O
,RM3.30,ADD,O
,RM-0.16,NNP,O
,RM3.20,ADD,O
,RM-0.16,NNP,O
,RM4.60,ADD,O
,RM-0.23,XX,O
,ST,NNP,O
,ST,NNP,O
,ST,NNP,O
,ST,NNP,O
,ST,NNP,O
,TOTAL,NN,O
,(INCL,-LRB-,O
,GST,NNP,O
,0%),.,O
,RM15.39,ADD,O
,ROUNDING,NNP,O
,RM0.01,VB,O
,GRAND,NNP,O
,TOTAL,NNP,O
,RM15.40,ADD,B-total
,TOTAL,NNP,O
,PAID,NNP,O
,CHANGE,NNP,O
,RM50.00,ADD,O
,RM34.60,ADD,O
,DISCOUNT,NNP,O
,SUMMARY,NNP,O
,DISCOUNT,NNP,O
,RM1.16,JJ,O
,GST,NNP,O
,SUMMARY,NNP,O
,GST,NNP,O
,SUMMARY,NNP,O
,ST,NNP,O
,=,SYM,O
,0%,CD,O
,NS,NNP,O
,=,SYM,O
,0%,CD,O
,ITEM,RB,O
,5,CD,O
,0,NFP,O
,AMOUNT(RM),NNP,O
,15.39,CD,O
,0.00,CD,O
,GST(RM),NNP,O
,0.00,CD,O
,0.00,CD,O
,09/06/2018,ADD,B-date
,18:47:30,CD,O
Sentence: 524,AEON,NNP,companyaddress
,CO.,NNP,B-company
,(M),NN,I-company
,BHD,NNP,I-company
,(126926-H),NNP,O
,3RD,CD,B-address
,FLR,NNP,I-address
,AEON,NNP,companyaddress
,TAMAN,NN,B-address
,MALURI,NN,I-address
,SC,NNP,I-address
,JLN,NNP,I-address
,JEJAKA,NNP,I-address
,TAMAN,VBP,I-address
,MALURI,NNS,I-address
,CHERAS,NNP,I-address
,55100,CD,I-address
,KUALA,NNP,I-address
,LUMPUR,NNP,I-address
,GST,NNP,O
,ID,NNP,O
,:,:,O
,002017394688,CD,O
,SHOPPING,NN,O
,HOURS,NNS,O
,SUN-THU:1000,CD,O
,HRS,NNP,O
,-,HYPH,O
,2230,CD,O
,HRS,NNP,O
,FRI-SAT:1000,CD,O
,HRS,NNP,O
,-,HYPH,O
,2300,CD,O
,HRS,NNP,O
,1X,LS,O
,1X,LS,O
,1X,LS,O
,1X,LS,O
,1X,LS,O
,1X,LS,O
,1X,LS,O
,1X,LS,O
,1X,LS,O
,1X,LS,O
,1X,LS,O
,1X,LS,O
,000001038556,CD,O
,CHEK-HUP,NNP,O
,2IN1,CD,O
,ITEM,RB,O
,PROMO,NNP,O
,@12.99,.,O
,000006429720,CD,O
,MS,NNP,O
,SWM,NNP,O
,ENZO,NNP,O
,RT,NNP,O
,000005457342,CD,O
,VALENCIA,NNP,O
,ORANGE,NNP,O
,000000812627,CD,O
,US,NNP,O
,RED,NNP,O
,GLOBE,NNP,O
,000006454333,CD,O
,CN,NNP,O
,PEAR,NNP,O
,000004023432,CD,O
,CHN,NNP,O
,FUJI,NNP,O
,AP,NNP,O
,4S,NN,O
,000008626349,CD,O
,AUS,NNP,O
,SEEKA,NNP,O
,KIWI,NNP,O
,ITEM,RB,O
,PROMO,NNP,O
,@9.00,.,O
,000007773877,CD,O
,CHILE,NNP,O
,ANGELENO,NNP,O
,000000388658,CD,O
,CUT,NNP,O
,FRUITS,NNP,O
,1.99,CD,O
,000004291022,CD,O
,CHERRY,NN,O
,SUNGOLD,NNS,O
,0000007802317,CD,O
,TURKEY,NNP,O
,CHERRY,NNP,O
,2,CD,O
,ITEM,RB,O
,PROMO,NNP,O
,@11.90,.,O
,000000135412,CD,O
,SUSHI,NNP,O
,SET-PTC,NNP,O
,15.56SR,CD,O
,-2.57,NFP,O
,10.28SR,CD,O
,18.50SR,CD,O
,10.00SR,CD,O
,10.50SR,CD,O
,14.00SR,CD,O
,10.90SR,CD,O
,-1.90,NFP,O
,7.90SR,CD,O
,2.50SR,CD,O
,4.80SR,CD,O
,18.90SR,CD,O
,-7.00,NFP,O
,15.00SR,CD,O
,:,:,O
,:,:,O
,SUB-TOTAL,NNP,O
,TOTAL,JJ,O
,SALES,NNS,O
,INCL,NNP,O
,GST,NNP,O
,ROUNDING,NNP,O
,ADJ,NNP,O
,TOTAL,NNP,O
,AFTER,IN,O
,ADJ,NNP,O
,INCL,NNP,O
,GST,NNP,O
,CASH,NNP,O
,ITEM,RB,O
,COUNT,VBZ,O
,12,CD,O
,CHANGE,NNP,O
,AMT,NNP,O
,127.37,CD,O
,127.37,CD,O
,-0.02,NFP,O
,127.35,CD,B-total
,150.00,CD,O
,22.65,CD,O
,INVOICE,NNP,O
,NO,NNP,O
,:,:,O
,2018061010100170023,CD,O
,GST,NNP,O
,SUMMARY,NNP,O
,SR,NNP,O
,@,CD,O
,0%,CD,O
,TOTAL,NNP,O
,AMOUNT,NNP,O
,127.37,CD,O
,127.37,CD,O
,TAX,NN,O
,0.00,CD,O
,0.00,CD,O
,10/06/2018,CD,B-date
,13:04,CD,O
,1010,CD,O
,017,CD,O
,0170023,CD,O
,0252828,CD,O
,PJ,NNP,O
,CST,NNP,O
,ZAHIR,NNP,O
,REGULAR,JJ,O
,STAMP(S),NNP,O
,:,:,O
,4,LS,O
,BONUS,NNP,O
,STAMP(S),NNP,O
,0,NFP,O
,TOTAL,NNP,O
,STAMP(S),NNP,O
,4,LS,O
,AEON,JJ,companyaddress
,STAMPS,NNS,O
,LOYALTY,NNP,O
,PROGRAM,NNP,O
,PRODUCT(S),'',O
,SOLD,NNP,O
,ARE,VBP,O
,NEITHER,NNP,O
,EXCHANGEABLE,NNS,O
,NOR,NNP,O
,REFUNDABLE,NNP,O
,AEON,NNP,companyaddress
,PERMAS,NN,O
,JAYA,NNS,O
,TEL,NNP,O
,1-300-80-AEON,NNP,O
,(2366),ADD,O
,THANK,VBP,O
,YOU,PRP,O
,FOR,IN,O
,YOUR,PRP$,O
,PATRONAGE,NN,O
,PLEASE,UH,O
,COME,VB,O
,AGAIN,RB,O
Sentence: 525,UNIHAKKA,NNP,B-company
,INTERNATIONAL,NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,12,CD,dateaddress
,JUN,NNP,B-date
,2018,CD,I-date
,18:18,CD,O
,(867388-U),-LRB-,O
,12,CD,dateaddress
,JALAN,NNP,B-address
,TAMPOI,NNP,I-address
,7/4,CD,I-address
,KAWASAN,NNP,I-address
,PERINDUSTRIAN,NNP,I-address
,TAMPOI,NNP,I-address
,81200,CD,I-address
,JOHOR,NNP,I-address
,BAHRU,NNP,I-address
,JOHOR,NNP,I-address
,TAX,NN,O
,INVOICE,NN,O
,INVOICE,NNP,O
,#,NN,O
,:,:,O
,OR18061202170371,ADD,O
,ITEM,RB,O
,QTY,NNP,O
,TOTAL,NNP,O
,SR,NNP,O
,SR,NNP,O
,I00100000006-,NNP,O
,PORK,NNP,O
,RM2.54,NNP,O
,I00100000060-4,NNP,O
,VEGE,NNP,O
,RM5.18,ADD,O
,1,LS,O
,1,LS,O
,RM2.54,NNP,O
,RM5.18,ADD,O
,TOTAL,NNP,O
,AMOUNT:,NNP,O
,RM7.72,ADD,O
,GST,NNP,O
,@0%:,.,O
,RM0.00,NNP,O
,ROUNDING:,NNP,O
,-RM0.02,.,O
,NETT,NNP,O
,TOTAL:,NNP,O
,RM7.70,XX,B-total
,PAYMENT,NNP,O
,MODE,NNP,O
,AMOUNT,NNP,O
,CASH,NNP,O
,CHANGE,NNP,O
,RM7.70,XX,B-total
,RM0.00,NNP,O
,GST,NNP,O
,SUMMARY,NNP,O
,AMOUNT(RM),NNP,O
,TAX(RM),FW,O
,SR,NNP,O
,=,SYM,O
,GST,NNP,O
,@0%,NNP,O
,7.72,CD,O
,0.00,CD,O
,GST,NNP,O
,REG,NN,O
,#000656195584,ADD,O
,BAR,NNP,O
,WANG,NNP,O
,RICE@PERMAS,VBZ,O
,JAYA,NNS,O
,THANK,VBP,O
,YOU,PRP,O
,&,CC,O
,COME,VB,O
,AGAIN!,VBZ,O
,LIKE,UH,O
,AND,CC,O
,FOLLOW,VB,O
,US,NNP,O
,ON,NNP,O
,FACEBOOK!,XX,O
,FACEBOOK.COM/BARWANGRICE,ADD,O
Sentence: 526,UNIHAKKA,NNP,B-company
,INTERNATIONAL,NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,11,CD,B-date
,JUN,NNP,I-date
,2018,CD,I-date
,18:32,CD,O
,(867388-U),-LRB-,O
,12,CD,B-address
,JALAN,NNP,I-address
,TAMPOI,NNP,I-address
,7/4,CD,I-address
,KAWASAN,NNP,I-address
,PERINDUSTRIAN,NNP,I-address
,TAMPOI,NNP,I-address
,81200,CD,I-address
,JOHOR,NNP,I-address
,BAHRU,NNP,I-address
,JOHOR,NNP,I-address
,TAX,NN,O
,INVOICE,NN,O
,INVOICE,NNP,O
,#,NNP,O
,:,:,O
,OR18061102170340,ADD,O
,ITEM,RB,O
,QTY,NNP,O
,TOTAL,NNP,O
,SR,NNP,O
,SR,NNP,O
,I00100000015-,NNP,O
,VEGETABLE,NNP,O
,RM1.03,NNP,O
,I00100000056-FRIED,LS,O
,NOODLE,VB,O
,(S),-LRB-,O
,RM1.88,NNP,O
,4,LS,O
,1,LS,O
,RM4.12,ADD,O
,RM1.88,NNP,O
,TOTAL,NNP,O
,AMOUNT:,NNP,O
,RM6.00,ADD,B-total
,GST,NNP,O
,@0%:,.,O
,RM0.00,NNP,O
,NETT,NNP,O
,TOTAL:,FW,O
,RM6.00,ADD,B-total
,PAYMENT,NNP,O
,MODE,NNP,O
,AMOUNT,NNP,O
,CASH,NNP,O
,CHANGE,NNP,O
,RM6.00,ADD,B-total
,RM0.00,NNP,O
,GST,NNP,O
,SUMMARY,NNP,O
,AMOUNT(RM),NNP,O
,TAX(RM),FW,O
,SR,NNP,O
,=,SYM,O
,GST,NNP,O
,@0%,NNP,O
,6.00,CD,O
,0.00,CD,O
,GST,NNP,O
,REG,NN,O
,#000656195584,ADD,O
,BAR,NNP,O
,WANG,NNP,O
,RICE@PERMAS,VBZ,O
,JAYA,NNS,O
,THANK,VBP,O
,YOU,PRP,O
,&,CC,O
,COME,VB,O
,AGAIN!,VBZ,O
,LIKE,UH,O
,AND,CC,O
,FOLLOW,VB,O
,US,NNP,O
,ON,NNP,O
,FACEBOOK!,XX,O
,FACEBOOK.COM/BARWANGRICE,ADD,O
Sentence: 527,DE,NNP,B-company
,LUXE,NNP,I-company
,CIRCLE,NNP,I-company
,FRESH,NNP,I-company
,MART,NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,(MUTIARA,:,O
,RINI,NN,B-address
,16),.,O
,CO,NNP,O
,REG,NNP,O
,NO:797887-W,NN,O
,GST,NNP,O
,NO:001507647488,NNP,O
,NO.89&91,NNP,B-address
,JALAN,NNP,I-address
,UTAMA,NN,I-address
,TAMAN,NNP,I-address
,MUTIA,NNP,I-address
,RINI,NN,I-address
,81300,CD,I-address
,SKUDAI,NNP,I-address
,JOHOR.,NNP,I-address
,TEL:016-7780546,NNP,O
,MT161201806020100,NNP,O
,CASHIER:,JJ,O
,K,NNP,O
,LECHUM,NNP,O
,02/06/18,NFP,B-date
,02/06/18,NFP,I-date
,02:29:13,CD,O
,PM,NN,O
,02:29:34,NFP,O
,PM,NN,O
,COCA-COLA,CD,O
,320ML,NNP,O
,9555589200385,CD,O
,1.40*1,CD,O
,1.40,CD,O
,Z,NNP,O
,F&N,NNP,O
,GOTCHA,NNP,O
,BUGGY,NNP,O
,75ML,CD,O
,8853815002880,CD,O
,0.95*1,CD,O
,0.95,CD,O
,Z,NNP,O
,KING,NNP,O
,OYSTER,NNP,O
,MUSHROOM,NNP,O
,-UNIT,.,O
,***,NFP,O
,-UNIT,.,O
,6936489102000,CD,O
,3.50*1,NNP,O
,3.50,CD,O
,Z,NNP,O
,LKK,NNP,O
,KUM,NNP,O
,CHUN,NNP,O
,OYSTER,NNP,O
,SAUCE,VBD,O
,770G,CD,O
,078895129052,CD,O
,5.65*1,XX,O
,5.65,CD,O
,Z,NNP,O
,WHOLE,JJ,O
,CHICKEN,NNS,O
,***,NFP,O
,2006031014359,CD,O
,10.99*1.306,CD,O
,14.35,CD,O
,Z,NNP,O
,ITEM:,NNP,O
,5,CD,O
,QTY:,VB,O
,5,CD,O
,TOTAL,NNP,O
,ROUNDING,NNP,O
,25.85,CD,B-total
,0.00,CD,O
,TOTAL,NNP,O
,SAVING:,NNP,O
,0.00,CD,O
,TOTAL,NNP,O
,25.85,CD,B-total
,TENDER,NNP,O
,CASH,NNP,O
,50.00,CD,O
,CHANGE,NNP,O
,24.15,CD,O
,GST,NNP,O
,ANALYSIS,NNP,O
,S,NNP,O
,=,SYM,O
,6%,CD,O
,Z,NNP,O
,=,SYM,O
,0%,CD,O
,GOODS,NNP,O
,0.00,CD,O
,25.85,CD,B-total
,TAX,NN,O
,AMOUNT,NNP,O
,0.00,CD,O
,0.00,CD,O
,MEMBER,NN,O
,0000036581,CD,O
,POINTS,NNP,O
,EARNED:,NN,O
,25,CD,O
,MEMBER:,NNP,O
,WONG,NNP,O
,SHOO,NNP,O
,YUEN,NNP,O
,*THANK,JJ,O
,YOU,PRP,O
,SEE,VBP,O
,YOU,PRP,O
,AGAIN,RB,O
,!!,.,O
,*CUSTOMER,NFP,O
,CARE,NN,O
,LINE,NN,O
,:,:,O
,012-7092889,.,O
,*CUSTOMERSERVICE@DELUXEGROUPS.COM,FW,O
Sentence: 528,LEMON,NNP,B-company
,TREE,NN,I-company
,RESTAURANT,NN,I-company
,JTJFOODS,NNP,O
,SDN,NNP,B-company
,BHD,NNP,I-company
,(1179227A),ADD,O
,GST,NNP,O
,001085747200,CD,O
,NO,DT,B-address
,3,CD,I-address
,JALAN,NN,I-address
,PERMAS,VBD,I-address
,10/8,CD,I-address
,BANDAR,JJR,I-address
,BARU,NNP,I-address
,PERMAS,NNP,I-address
,JAYA,NNP,I-address
,81750,CD,I-address
,MASAI,NNP,I-address
,JOHOR,NNP,I-address
,07,CD,O
,3823455,CD,O
,SIMPLIFIED,VB,O
,TAX,NN,O
,INVOICE,NN,O
,INVOICE,NNP,O
,NO,UH,B-address
,CS00014769,NNP,O
,INVOICE,NNP,O
,DATE:,NNP,O
,6/1/2018,CD,B-date
,6:42:02,CD,O
,PM,NN,O
,WAITER:,JJ,O
,VANESSA,NNP,O
,JUN/2018,NNP,O
,PAX,NNP,O
,TABLE,NNP,O
,01,CD,O
,1,LS,O
,5,CD,O
,CUST,NNP,O
,#:,NNP,O
,C0001,NNP,O
,NAME:,NNP,O
,CASH,NNP,O
,QTY,NNP,O
,DESCRIPTION,NNP,O
,AMT,NNP,O
,1,LS,O
,X,NNP,O
,205,CD,O
,-,HYPH,O
,MEE,NN,O
,MAMAK,NN,O
,@9.80,.,O
,9.80,CD,O
,SR,NNP,O
,1,LS,O
,X,NNP,O
,X1,NNP,O
,-,HYPH,O
,SKY,NNP,O
,JUICE,NN,O
,@0.50,.,O
,0.50,CD,O
,SR,NNP,O
,ICE,NN,O
,SUB,NNP,O
,TOTAL,NNP,O
,10.30,CD,B-total
,GST,NNP,O
,@,CD,O
,0%,CD,O
,0.00,CD,O
,ROUNDING,NNP,O
,ADJ,NNP,O
,0.00,CD,O
,TOTAL,NNP,O
,AMOUNT,NNP,O
,10.30,CD,B-total
,CASH,NNP,O
,11.00,CD,O
,CHANGE,NNP,O
,AMT,NNP,O
,0.70,CD,O
,ITEM,RB,O
,COUNT:,NNP,O
,2,CD,O
,GST,NNP,O
,SUMMARY,NNP,O
,SR,NNP,O
,AMOUNT,NNP,O
,10.30,CD,B-total
,TAX,NN,O
,0.00,CD,O
,TOTAL,NNP,O
,10.30,CD,B-total
,0.00,CD,O
,THANK,VBP,O
,YOU,PRP,O
,FOR,IN,O
,YOUR,PRP$,O
,PATRONAGE,NN,O
,PLEASE,UH,O
,COME,VB,O
,AGAIN,RB,O
,LIKE,IN,O
,US,PRP,O
,ON,IN,O
,FACEBOOK,NNP,O
Sentence: 529,PASARAYA,NNP,B-company
,CINWA,NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,(1113440A),ADD,O
,NO.6,NNP,B-address
,8,CD,I-address
,10&,CD,I-address
,12,CD,I-address
,JALAN,NNS,I-address
,PERMAS,VBD,I-address
,4/3,CD,I-address
,BANDAR,JJR,I-address
,BARU,NNP,I-address
,PERMAS,NN,I-address
,JAYA,NNS,I-address
,81750,CD,I-address
,JOHOR,NNP,I-address
,BAHRU,NNP,I-address
,JOHOR.,NNP,I-address
,TEL,NN,O
,:,:,O
,07-3881722,.,O
,FAX,NN,O
,:,:,O
,07-3873971,CD,O
,GST,NNP,O
,ID,NNP,O
,:,:,O
,000931172352,CD,O
,TAX,NN,O
,INVOICE,NN,O
,DOC,NNP,O
,NO.,NNP,O
,CASHIER,NNP,O
,SALESPERSON,NNP,O
,:,:,O
,CS01076695,NNP,O
,:,:,O
,JULIANA,NNP,O
,:,:,O
,JULIANA,NNP,O
,DATE:,NNP,O
,15/06/2018,CD,B-date
,TIME:,NNP,O
,09:40:00,.,O
,REF.:,NNP,O
,ITEM,RB,O
,QTY,NNP,O
,S/PRICE,CD,O
,(GST),NFP,O
,(GST),NFP,O
,S/PRICE,CD,O
,AMOUNT,NNP,O
,TAX,NN,O
,9557821042500,CD,O
,YELLOW,JJ,O
,ROCK,NN,O
,SUGAR,NN,O
,250G,CD,O
,2200056,CD,O
,GREEN,JJ,O
,BEAN,NNP,O
,280G,CD,O
,9556894200008,CD,O
,ROYAL,NNP,O
,UMBRELLA,NNP,O
,BERAS,NNP,O
,WANGI,NNP,O
,1KG,CD,O
,1,LS,O
,1,LS,O
,1,LS,O
,2.50,CD,O
,2.80,CD,O
,8.90,CD,O
,2.50,CD,O
,2.80,CD,O
,8.90,CD,O
,2.50,CD,O
,2.80,CD,O
,8.90,CD,O
,SR0,NNP,O
,SR0,NNP,O
,SR0,NNP,O
,TOTAL,NNP,O
,QTY:,VBP,O
,3,LS,O
,14.20,CD,B-total
,TOTAL,JJ,O
,SALES,NNS,O
,(EXCLUDING,-LRB-,O
,GST),XX,O
,:,:,O
,14.20,CD,B-total
,DISCOUNT,NNP,O
,:,:,O
,0.00,CD,O
,TOTAL,JJ,O
,GST,NNP,O
,:,:,O
,0.00,CD,O
,ROUNDING,NNP,O
,:,:,O
,0.00,CD,O
,TOTAL,JJ,O
,SALES,NNS,O
,(INCLUSIVE,-LRB-,O
,OF,IN,O
,GST),NNP,O
,:,:,O
,14.20,CD,B-total
,CASH,NN,O
,:,:,O
,20.20,CD,O
,CHANGE,NNS,O
,:,:,O
,6.00,CD,O
,GST,NNP,O
,SUMMARY,NNP,O
,TAX,NN,O
,CODE,NN,O
,SR0,NNP,O
,%,NN,O
